DATAFLOW,MEASURE: Measure,INDEX: Index,HOUSHOLD_TYPE: Household Type,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,BASE_PERIOD: Reference Base Period,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:LCI(1.0.0),4: Points Contribution to Total Index,20006: Alcohol and tobacco,P1: Employee households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q4,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,20006: Alcohol and tobacco,P1: Employee households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q1,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,20006: Alcohol and tobacco,P1: Employee households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q2,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,20006: Alcohol and tobacco,P1: Employee households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q3,10.35,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,20006: Alcohol and tobacco,P1: Employee households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q4,10.47,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,20006: Alcohol and tobacco,P1: Employee households,50: Weighted average of eight capital cities,Q: Quarterly,2023-Q1,10.6,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,20003: Housing,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2019-Q3,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,20003: Housing,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2019-Q4,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,20003: Housing,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q1,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,20003: Housing,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q2,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,20003: Housing,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q3,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,20003: Housing,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q4,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,20003: Housing,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q1,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,20003: Housing,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q2,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,20003: Housing,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q3,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,20003: Housing,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q4,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,20003: Housing,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q1,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,20003: Housing,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q2,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,20003: Housing,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q3,24.47,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,20003: Housing,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q4,24.94,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,20003: Housing,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2023-Q1,25.69,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115486: Health,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2019-Q3,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115486: Health,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2019-Q4,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115486: Health,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q1,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115486: Health,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q2,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115486: Health,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q3,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115486: Health,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q4,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115486: Health,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q1,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115486: Health,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q2,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115486: Health,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q3,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115486: Health,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q4,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115486: Health,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q1,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115486: Health,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q2,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115486: Health,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q3,14.91,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115486: Health,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q4,14.88,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115486: Health,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2023-Q1,16.04,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115489: Recreation and culture,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2019-Q3,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115489: Recreation and culture,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2019-Q4,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115489: Recreation and culture,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q1,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115489: Recreation and culture,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q2,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115489: Recreation and culture,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q3,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115489: Recreation and culture,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q4,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115489: Recreation and culture,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q1,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115489: Recreation and culture,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q2,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115489: Recreation and culture,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q3,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115489: Recreation and culture,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q4,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115489: Recreation and culture,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q1,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115489: Recreation and culture,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q2,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115489: Recreation and culture,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q3,9.62,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115489: Recreation and culture,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q4,10.04,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115489: Recreation and culture,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2023-Q1,10.11,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115493: Education,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2019-Q3,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115493: Education,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2019-Q4,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115493: Education,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q1,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115493: Education,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q2,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115493: Education,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q3,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115493: Education,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q4,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115493: Education,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q1,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115493: Education,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q2,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115493: Education,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q3,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115493: Education,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q4,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115493: Education,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q1,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115493: Education,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q2,,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115493: Education,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q3,4.37,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115493: Education,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q4,4.38,IP: Index Points,,,
ABS:LCI(1.0.0),4: Points Contribution to Total Index,115493: Education,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2023-Q1,4.56,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20006: Alcohol and tobacco,P1: Employee households,50: Weighted average of eight capital cities,Q: Quarterly,2019-Q4,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20006: Alcohol and tobacco,P1: Employee households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q1,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20006: Alcohol and tobacco,P1: Employee households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q2,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20006: Alcohol and tobacco,P1: Employee households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q3,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20006: Alcohol and tobacco,P1: Employee households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q4,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20006: Alcohol and tobacco,P1: Employee households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q1,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20006: Alcohol and tobacco,P1: Employee households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q2,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20006: Alcohol and tobacco,P1: Employee households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q3,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20006: Alcohol and tobacco,P1: Employee households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q4,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20006: Alcohol and tobacco,P1: Employee households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q1,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20006: Alcohol and tobacco,P1: Employee households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q2,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20006: Alcohol and tobacco,P1: Employee households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q3,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20006: Alcohol and tobacco,P1: Employee households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q4,0.12,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20006: Alcohol and tobacco,P1: Employee households,50: Weighted average of eight capital cities,Q: Quarterly,2023-Q1,0.13,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20002: Clothing and footwear,PBLCI: Pensioner and beneficiary households,50: Weighted average of eight capital cities,Q: Quarterly,2019-Q4,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20002: Clothing and footwear,PBLCI: Pensioner and beneficiary households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q1,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20002: Clothing and footwear,PBLCI: Pensioner and beneficiary households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q2,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20002: Clothing and footwear,PBLCI: Pensioner and beneficiary households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q3,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20002: Clothing and footwear,PBLCI: Pensioner and beneficiary households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q4,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20002: Clothing and footwear,PBLCI: Pensioner and beneficiary households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q1,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20002: Clothing and footwear,PBLCI: Pensioner and beneficiary households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q2,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20002: Clothing and footwear,PBLCI: Pensioner and beneficiary households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q3,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20002: Clothing and footwear,PBLCI: Pensioner and beneficiary households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q4,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20002: Clothing and footwear,PBLCI: Pensioner and beneficiary households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q1,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20002: Clothing and footwear,PBLCI: Pensioner and beneficiary households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q2,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20002: Clothing and footwear,PBLCI: Pensioner and beneficiary households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q3,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20002: Clothing and footwear,PBLCI: Pensioner and beneficiary households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q4,0.11,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20002: Clothing and footwear,PBLCI: Pensioner and beneficiary households,50: Weighted average of eight capital cities,Q: Quarterly,2023-Q1,-0.14,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20003: Housing,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2019-Q4,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20003: Housing,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q1,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20003: Housing,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q2,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20003: Housing,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q3,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20003: Housing,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q4,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20003: Housing,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q1,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20003: Housing,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q2,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20003: Housing,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q3,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20003: Housing,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q4,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20003: Housing,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q1,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20003: Housing,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q2,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20003: Housing,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q3,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20003: Housing,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q4,0.48,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,20003: Housing,P2: Age pensioner households,50: Weighted average of eight capital cities,Q: Quarterly,2023-Q1,0.75,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,115488: Communication,PBLCI: Pensioner and beneficiary households,50: Weighted average of eight capital cities,Q: Quarterly,2019-Q4,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,115488: Communication,PBLCI: Pensioner and beneficiary households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q1,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,115488: Communication,PBLCI: Pensioner and beneficiary households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q2,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,115488: Communication,PBLCI: Pensioner and beneficiary households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q3,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,115488: Communication,PBLCI: Pensioner and beneficiary households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q4,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,115488: Communication,PBLCI: Pensioner and beneficiary households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q1,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,115488: Communication,PBLCI: Pensioner and beneficiary households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q2,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,115488: Communication,PBLCI: Pensioner and beneficiary households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q3,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,115488: Communication,PBLCI: Pensioner and beneficiary households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q4,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,115488: Communication,PBLCI: Pensioner and beneficiary households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q1,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,115488: Communication,PBLCI: Pensioner and beneficiary households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q2,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,115488: Communication,PBLCI: Pensioner and beneficiary households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q3,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,115488: Communication,PBLCI: Pensioner and beneficiary households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q4,-0.02,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,115488: Communication,PBLCI: Pensioner and beneficiary households,50: Weighted average of eight capital cities,Q: Quarterly,2023-Q1,0.01,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,115488: Communication,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2019-Q4,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,115488: Communication,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q1,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,115488: Communication,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q2,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,115488: Communication,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q3,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,115488: Communication,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q4,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,115488: Communication,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q1,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,115488: Communication,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q2,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,115488: Communication,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q3,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,115488: Communication,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q4,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,115488: Communication,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q1,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,115488: Communication,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q2,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,115488: Communication,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q3,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,115488: Communication,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q4,-0.02,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,115488: Communication,P3: Other government transfer recipient households,50: Weighted average of eight capital cities,Q: Quarterly,2023-Q1,0,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,115493: Education,PBLCI: Pensioner and beneficiary households,50: Weighted average of eight capital cities,Q: Quarterly,2019-Q4,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,115493: Education,PBLCI: Pensioner and beneficiary households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q1,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,115493: Education,PBLCI: Pensioner and beneficiary households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q2,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,115493: Education,PBLCI: Pensioner and beneficiary households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q3,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,115493: Education,PBLCI: Pensioner and beneficiary households,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q4,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,115493: Education,PBLCI: Pensioner and beneficiary households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q1,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,115493: Education,PBLCI: Pensioner and beneficiary households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q2,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,115493: Education,PBLCI: Pensioner and beneficiary households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q3,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,115493: Education,PBLCI: Pensioner and beneficiary households,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q4,,IP: Index Points,,,
ABS:LCI(1.0.0),5: Change in Contribution to Total Index,115493: Education,PBLCI: Pensioner and beneficiary households,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q1,,IP: Index Points,,,
