LGA_NAME22,name,lat,lon
Coolamon-Ganmain Multi Purpose Service,"Doctor Buchanan Drive, Coolamon",-34.8168603,147.2007739
Ochre Medical Centre Coonamble,"29 Tooloon Street, Coonamble",-30.954253,148.3884139
Country Med Group,"42 Cooper Street, Cootamundra",-34.6394159,148.0258033
Medispring Family Medical Centre,"96 Brisbane Street, Cowra",-33.8346839,148.6911799
Cowra Health Service,"64 Liverpool Street, Cowra",-33.8346839,148.6911799
AllCure Medical Centre,"137 Kendal Street, Cowra",-33.8346839,148.6911799
Cowra Medical Associates,"165-169 Kendal Street, Cowra",-33.8346839,148.6911799
Cowra IBS Centre,"1 Keswick Street, Cowra",-33.8346839,148.6911799
Aya Family Healthcare After Hours,"Shop 21, Chester Square, 1 Leicester Street, Chester Hill",-33.8890304,151.00161780000002
Chester Hill Family Medical Practice,"100 Waldron Road, Chester Hill",-33.8890304,151.00161780000002
Aya Medical Centre,"Shop 17, Chester Square, 1 Leicester Street, Chester Hill",-33.8890304,151.00161780000002
Laser Vein Clinic,"Sefton Medical Center, 9/151 Wellington Road, Sefton",-33.8890304,151.00161780000002
Strathfield Chiropractic,"Enfield War Memorial, 1 Coronation Parade, Strathfield South",-33.8890304,151.1016178
Redfern Station Medical Centre,"1/147-151 Redfern Street, Redfern",-33.8890304,151.2016178
Myhealth Central Park,"Shop RB08 Lower Ground Level, Central Park Sydney 28, Broadway, Chippendale",-33.8890304,151.2016178
Ultimo Medical Practice,"82 Mountain Street, Ultimo",-33.8890304,151.2016178
Ultimo Complete Health Specialists,"217c/22-36 Mountain Street, Ultimo",-33.8890304,151.2016178
Healthcare Family Medical Centre,"23 Botany Road, Waterloo",-33.8890304,151.2016178
Broadway General Practice,"Broadway Shopping Centre M105, Level 1, Bay Street, Broadway",-33.8890304,151.2016178
Myhealth Broadway,"20A, Ground Level, Broadway Shopping Centre 1 Bay Street, Broadway",-33.8890304,151.2016178
University Health Service,"2 Butlin Avenue, Darlington",-33.8890304,151.2016178
Aboriginal Medical Service Redfern,"36 Turner Street, Redfern",-33.8890304,151.2016178
Australian Access Clinics | Medical Cannabis Doctors,"LEVEL 1/457 Elizabeth Street, Surry Hills",-33.8890304,151.2016178
Australian Cannabis Clinics,"LEVEL 1/457 Elizabeth Street, Surry Hills",-33.8890304,151.2016178
Poet's Corner Medical Centre,"5/45 Morehead Street, Redfern",-33.8890304,151.2016178
Retscanner Pty Ltd,"Suite 10/88 Mountain Street, Ultimo",-33.8890304,151.2016178
Dr. Hasnani Qudsia,"23 Botany Road, Waterloo",-33.8890304,151.2016178
Waterloo Medical Centre,"4/45 Wyndham Street, Alexandria",-33.8890304,151.2016178
Its Time To Care,"1/187-189 Thomas Street, Haymarket",-33.8890304,151.2016178
Myhealth South Eveleigh,"Shop 17/2 Central Avenue, Eveleigh",-33.8890304,151.2016178
Trinity Psychologists,"616-620 Harris Street, Ultimo",-33.8890304,151.2016178
Myhealth Northmead,"Shop 12–16/2-6 Campbell Street, Northmead",-33.7890304,151.00161780000002
Northmead Medical Centre & Northmead Skin Cancer Clinic,"32/1-3 Kleins Road, Northmead",-33.7890304,151.00161780000002
Northmead Family Medical Practice,"3 Campbell Street, Northmead",-33.7890304,151.00161780000002
Skin Cancer Check Clinic,"32/1-3 Kleins Road, Northmead",-33.7890304,151.00161780000002
Evergo,"32/1-3 Kleins Road, Northmead",-33.7890304,151.00161780000002
Denistone East Family Practice,"11 Watts Road, Ryde",-33.7890304,151.1016178
Hunts Avenue Family Practice,"1A Hunts Avenue, Eastwood",-33.7890304,151.1016178
Enviroequip,"Eastern Valley Way, Chatswood",-33.7890304,151.2016178
Complementary & Ecological Medicine,"5 McClelland Street, North Willoughby",-33.7890304,151.2016178
Remedy Plus Medical Clinics,"shop 2/153-157 Victoria Avenue, Chatswood",-33.7890304,151.2016178
Dubbo Base Hospital,"Myall Street, Dubbo",-32.2443908,148.614418
Ochre Medical Centre Deniliquin,"8/12 Hardinge Street, Deniliquin",-35.5316435,144.9649971
Deniliquin Hospital and Health Services,"411 Charlotte Street, Deniliquin",-35.5316435,144.9649971
Deniliquin Hospital Asset Management,"Macauley Street, Deniliquin",-35.5316435,144.9649971
Myhealth Edmondson Park,"Shop A101 Edmondson Square Cnr Soldiers Parade and, Campbelltown Road, Edmondson Park",-33.9705856,150.8564102
Pindari Medical Practice / Dr Vivian Tsiakos,"Shop 3/30 Pindari Road, Peakhurst Heights",-33.9705856,151.0564102
Kenyon St Medical Centre,"1/9 Kenyon Street, Fairfield",-33.8705856,150.9564102
Fairfield Chase Medical & Dental Centre,"Fairfield Chase Shopping Centre, 49-61 Spencer Street, Fairfield",-33.8705856,150.9564102
Dr Dong Hua,"9 Kenyon Street, Fairfield",-33.8705856,150.9564102
Shapiro Medical & Cosmetic Clinic,"5/13 Nelson Street, Fairfield",-33.8705856,150.9564102
Le and Phan Medical Centre,"1/30 Nelson Street, Fairfield",-33.8705856,150.9564102
Civic Medical Specialist Centre,"8/43 Ware Street, Fairfield",-33.8705856,150.9564102
Fairfield Medical Centre,"42 Court Road, Fairfield",-33.8705856,150.9564102
Ware Street Medical & Dental Centre,"Shop 3/37-41 Ware Street, Fairfield",-33.8705856,150.9564102
Salud Medical Centre,"Civic Plaza, Shop 10/43 Ware Street, Fairfield",-33.8705856,150.9564102
Myhealth Fairfield,"Central, Shop G13/54 Smart Street, Fairfield",-33.8705856,150.9564102
Dr Tan's Surgery,"3/39-41 Harris Street, Fairfield",-33.8705856,150.9564102
Barbara Street Medical Centre,"37 Barbara Street, Fairfield",-33.8705856,150.9564102
Gilgamesh Medical Centre,"E1 & E2 Fairfield Forum, 8-36 Station Street, Fairfield",-33.8705856,150.9564102
Claremont Meadows Medical Centre,"shop 4/182 Sunflower Drive, Claremont Meadows",-33.7705856,150.7564102
Carlingford Court Medical Centre,"Shop 217/801-809 Pennant Hills Road, Carlingford",-33.7705856,151.0564102
Stawell Natural Therapy Centre,"21 Keats Street, Carlingford",-33.7705856,151.0564102
Carlingford Medical Practice,"579 North Rocks Road, Carlingford",-33.7705856,151.0564102
Skin First Skin Cancer Clinic Carlingford,"SP217 Carlingford Court, 801/809 Pennant Hills Road, Carlingford",-33.7705856,151.0564102
myhealth Medical Centre Carlingford,"Shop 2/821-825 Pennant Hills Road, Carlingford",-33.7705856,151.0564102
Activate Clinic,"98 Park Road, East Hills",-33.9692192,150.982073
East Hills Medical Centre,"17 Maclaurin Avenue, East Hills",-33.9692192,150.982073
Stem Cell Doctors,"9 The Strand, Penshurst",-33.9692192,151.082073
Mortdale Heritage Medical Centre,"23A Morts Road, Mortdale",-33.9692192,151.082073
Penshurst Pharmacy,"52 Penshurst Street, Penshurst",-33.9692192,151.082073
Myhealth Edensor Park,"Cnr Edensor &, Allambie Road, Edensor Park",-33.869219199999996,150.88207300000002
Edensor Road Family Medical Centre,"195 Edensor Road, Edensor Park",-33.869219199999996,150.88207300000002
Advanced Family Podiatry,"Edensor PArk Myhealth, Edensor Park Plaza Corner Edensor Road and, Allambie Road, Edensor Park",-33.869219199999996,150.88207300000002
Sonic HealthPlus Guildford,"702 Woodville Road, Old Guildford",-33.869219199999996,150.982073
North Strathfield Medical Practice,"3/16-22 George Street, North Strathfield",-33.869219199999996,151.082073
Superfive Pty Ltd,"2 Dickson Street, Strathfield",-33.869219199999996,151.082073
Primus Medical Centre,"5-7/208 Parramatta Road, Homebush",-33.869219199999996,151.082073
Harold Park Medical Centre,"12B/1 Dalgal Way, Forest Lodge",-33.869219199999996,151.182073
RFDS Gilgandra Medical Centre,"1a Warren Road, Gilgandra",-31.7109549,148.6576911
Griffith Aboriginal Medical Service,"5 Wiradjuri Place, Griffith",-34.2886639,146.0323982
Tamworth Aboriginal Medical Service,"27 Marquis Street, Gunnedah",-30.97943189999999,150.2565037
Gunnedah General Practice,"27 Marquis Street, Gunnedah",-30.97943189999999,150.2565037
Gunnedah Hospital,"27 Marquis Street, Gunnedah",-30.97943189999999,150.2565037
Dr Chris Gittoes - Northwest Family Medical,"59 Barber Street, Gunnedah",-30.97943189999999,150.2565037
Northwest Family Medical,"59 Barber Street, Gunnedah",-30.97943189999999,150.2565037
Hay Hospital,"351 Murray Street, Hay",-34.5042009,144.8444508
Murrumburrah-Harden District Hospital,"53 Scott Street, Harden",-34.561306800000004,148.36299970000002
Mount Pritchard Family Practice,"4/46B Reservoir Road, Mount Pritchard",-33.9046328,150.8987055
Bass Hill Medical Centre,"9/858 Hume Highway, Bass Hill",-33.9046328,150.9987055
Bass Hill Practice,"334 Hector Street, Bass Hill",-33.9046328,150.9987055
Bass Hill Plaza Medical Centre,"Shop 34, Bass Hill Plaza, 753 Hume Highway, Bass Hill",-33.9046328,150.9987055
Campsie Medical Practice,"3/20 Ninth Avenue, Campsie",-33.9046328,151.0987055
Campsie Medical & Dental Centre,"17 Anglo Road, Campsie",-33.9046328,151.0987055
Walking In Life,"Suite 3/20 Ninth Avenue, Campsie",-33.9046328,151.0987055
Campsie Day Surgery (GP Medical Centre & Endoscopy Clinic),"56-58 Campsie Street, Campsie",-33.9046328,151.0987055
Campsie All Care Medical Centre,"261 Beamish Street, Campsie",-33.9046328,151.0987055
International Brands Outlet,Campsie,-33.9046328,151.0987055
Alexandria Specialist Day Hospital,"15 Bowden Street, Alexandria",-33.9046328,151.1987055
Centre for Modern Psychology,"3/21 Fountain Street, Alexandria",-33.9046328,151.1987055
IMMEX,"561 Botany Road, Waterloo",-33.9046328,151.1987055
Green Square Health,"4/965 Bourke Street, Waterloo",-33.9046328,151.1987055
Waterloo Medical Centre,"4/45 Wyndham Street, Alexandria",-33.9046328,151.1987055
Infinity Health Medical Centre Green Square,"INFINITY by Crown, Shop 108/305 Botany Road, Zetland",-33.9046328,151.1987055
GenesisCare Corporate Head Office,"Building 7, Level 1. 41/43 Bourke Road, Alexandria",-33.9046328,151.1987055
Park Sydney Medical Practice,"Shop 6A Park Sydney Village, 149-163 Mitchell Road, Erskineville",-33.9046328,151.1987055
Healthcare Family Medical Centre,"23 Botany Road, Waterloo",-33.9046328,151.1987055
Middlewood Integrative Medicine,"74 Brandling Street, Alexandria",-33.9046328,151.1987055
Erko Podiatry,"1/154 Henderson Road, Alexandria",-33.9046328,151.1987055
Dr. Hasnani Qudsia,"23 Botany Road, Waterloo",-33.9046328,151.1987055
The Children’s Hospital at Westmead,"Corner Hawkesbury Road and, Hainsworth Street, Westmead",-33.8046328,150.9987055
Cumberland Hospital,"1/11 Hainsworth Street, Westmead",-33.8046328,150.9987055
Parramatta Medical Centre,"Entrada Building, Shop 2, 20 Victoria Road, Parramatta",-33.8046328,150.9987055
Heart Centre for Children,"170 Hawkesbury Rd & level, 3 Hainsworth Street, Westmead",-33.8046328,150.9987055
Gold Cross Medical Centre,"1 Grose Street, Parramatta",-33.8046328,150.9987055
Dr Louis Shidiak,"63 Sorrell Street, North Parramatta",-33.8046328,150.9987055
Palmer St Serviced Offices,"8 Palmer Street, Parramatta",-33.8046328,150.9987055
Westmead Hospital,"Cnr Hawkesbury Road and, Darcy Road, Westmead",-33.8046328,150.9987055
Ollia Medical Services,"10/1A Ashley Lane, Westmead",-33.8046328,150.9987055
Sydney Children's Hospitals Foundation,"Darug Country, Locked Bag 9002, Westmead",-33.8046328,150.9987055
PIERS Recovery,"2A Fennell Street, Parramatta",-33.8046328,150.9987055
Hospital in The Home (HITH),"PACC, North Parramatta",-33.8046328,150.9987055
Education and training,North Parramatta,-33.8046328,150.9987055
Drug Court Councilling,"building 83/5 Fleet Street, North Parramatta",-33.8046328,150.9987055
"Admissions, Cumberland Hospital",Westmead,-33.8046328,150.9987055
"Riverview Unit, Cumberland Hospital",Westmead,-33.8046328,150.9987055
WSLHD Corporate Records Unit,"Pine Cottage, North Parramatta",-33.8046328,150.9987055
SMADR / WSLHD Human Resources,North Parramatta,-33.8046328,150.9987055
Hainsworth Unit,"1/11 Hainsworth Street, Westmead",-33.8046328,150.9987055
Children’s Hospital Medical Centre,"Hainsworth Street, Westmead",-33.8046328,150.9987055
Myhealth Ryde,"313-317 Blaxland Road, Ryde",-33.8046328,151.0987055
Willoughby Rd Family Medical Centre,"559 Willoughby Road, Willoughby",-33.8046328,151.1987055
Hornsby Child and Family Health Centre,"59 Florence Street, Hornsby",-33.7046328,151.0987055
Dr Richard Anthony Harris,"5/10 Edgeworth David Avenue, Hornsby",-33.7046328,151.0987055
Dr Geoff Le Marne,"Unit 6, Grd Floor/32 Florence Street, Hornsby",-33.7046328,151.0987055
Dr Pam Goodwin,"Suite 6, Grd Floor/32 Florence Street, Hornsby",-33.7046328,151.0987055
Dr Ines Cibasek,"Suite 6, Grd Floor/32 Florence Street, Hornsby",-33.7046328,151.0987055
hornsbydoctors.com Drs S Bock R Mason M Fitzmaurice D Halnan M Moore,"1/10 Edgeworth David Avenue, Hornsby",-33.7046328,151.0987055
Hornsby Central Medical Centre,"Shop 3103/236 Pacific Highway, Hornsby",-33.7046328,151.0987055
Hornsby Station Medical Practice,"165 Peats Ferry Road, Hornsby",-33.7046328,151.0987055
Dr Hema Loku,"6/32 Florence Street, Hornsby",-33.7046328,151.0987055
Hornsby OMS - Oral & Maxillofacial Surgery,"714/1C Burdett Street, Hornsby",-33.7046328,151.0987055
Edgeworth Medical Centre,"22-28 Edgeworth David Avenue, Hornsby",-33.7046328,151.0987055
Waitara Family Medical Practice,"1/75-77 Pacific Highway, Waitara",-33.7046328,151.0987055
Hornsby Medical Centre,"Westfield Shopping Centre, Shop 1043/236 Pacific Highway, Hornsby",-33.7046328,151.0987055
Florence Street Family Practice,"Suite 6, Ground Floor, 32 Florence Street, Hornsby",-33.7046328,151.0987055
Hornsby Mall Medical Centre,"1/2/32 Florence Street, Hornsby",-33.7046328,151.0987055
The Madison Medical Practice Hornsby,"The Madison Building Suite 1 LG, 25/29 Hunter Street, Hornsby",-33.7046328,151.0987055
Hornsby Fountain Medical Centre,"4/21 Hunter Street, Hornsby",-33.7046328,151.0987055
"Centromed Hornsby Medical Practice, Dr Alexander Petsentiy","suite g02 ground floor/10 Edgeworth David Avenue, Hornsby",-33.7046328,151.0987055
CanadaBay Medical Centre,"25/23-29 Hunter Street, Hornsby",-33.7046328,151.0987055
MSI Vasectomy | Madison Day Surgery - Hornsby Sydney,"Shop 3/25-29 Hunter Street, Hornsby",-33.7046328,151.0987055
Glenorie Village Medical Practice,"The Village, 16/930 Old Northern Road, Glenorie",-33.6046328,150.9987055
Glenorie Family Practice,"930 Old Northern Road, Glenorie",-33.6046328,150.9987055
Moorebank Shopping Village Medical Centre,"Shop 14B/42 Stockton Avenue, Moorebank",-33.9337,150.94366000000002
Moorebank Family Medical Practice,"Shop 15 32/40 Stockton Avenue, Moorebank",-33.9337,150.94366000000002
Prime Medical Centre,"115 Nuwarra Road, Moorebank",-33.9337,150.94366000000002
Thiên Nam Hông Ý,"1424 Canterbury Road, Punchbowl",-33.9337,151.04366000000002
Al Zahraa Medical Centre,"3/3 Firth Street, Arncliffe",-33.9337,151.14366
Arncliffe doctors clinic,"95 Wollongong Road, Arncliffe",-33.9337,151.14366
Maroubra Medical & Dental Centre,"806/812 Anzac Parade, Maroubra",-33.9337,151.24366
Sosna,"Level 3 Suite 9/826 Anzac Parade, Maroubra",-33.9337,151.24366
Centurion Healthcare,"1 Walsh Avenue, Maroubra",-33.9337,151.24366
Fresenius Medical Care Australia,"305 Woodpark Road, Smithfield",-33.8337,150.94366000000002
Greystanes Family Medical Centre,"15/665-699 Merrylands Road, Greystanes",-33.8337,150.94366000000002
Dr Tamanna Parvin MP MBBS FRACGP - General Practitioner GP | Doctor Greystanes - Parramatta,"Greystanes Family Medical Centre, Shop 15/665-699 Merrylands Road, Greystanes",-33.8337,150.94366000000002
Medifix PTY Ltd.,"5/7 Millennium Court, Silverwater",-33.8337,151.04366000000002
Hunters Hill Medical Practice,"6 Ryde Road, Hunters Hill",-33.8337,151.14366
Graduate Nursing Hunters Hill Private Hospital,"9 Mount Street, Hunters Hill",-33.8337,151.14366
Scalp Medics Australia,"Hunters Hill, 3/53-55 Gladesville Road, Sydney",-33.8337,151.14366
Hunters Hill Private Hospital,"9 Mount Street, Hunters Hill",-33.8337,151.14366
Avenue Road Medical Practice,"90 Avenue Road, Mosman",-33.8337,151.24366
Mosman Medical Centre,"Suite 100, Ground Floor/748 Military Road, Mosman",-33.8337,151.24366
Oasis Integrative Medicine,"25 Myahgah Road, Mosman",-33.8337,151.24366
Alpha Specialist Centre,"515/5 Celebration Drive, Bella Vista",-33.7337,150.94366000000002
"collective.care Bella Vista Medical Care - Allergy, ENT, Skin Clinic","Suite A11, Level 1/24-32 Lexington Drive, Bella Vista",-33.7337,150.94366000000002
T1 Norwest Medical Practice,"Unit 122/14 Lexington Drive, Bella Vista",-33.7337,150.94366000000002
Highgate Health - Infusion Centre,"Suite 105/33 Lexington Drive, Bella Vista",-33.7337,150.94366000000002
Northwest Specialists,"212, Building/B, 20 Lexington Drive, Bella Vista",-33.7337,150.94366000000002
Hills Specialist Group,"Suite 415, Level 4/14 Lexington Drive, Bella Vista",-33.7337,150.94366000000002
Blue Gum Medical (FOR SALE via EOI),"70-72 Castle Hill Road, West Pennant Hills",-33.7337,151.04366000000002
Dr Penelope Aligiannis,"17 Padstow Parade, Padstow",-33.958482700000005,151.0286686
Padstow Parade CLINIC,"11 Padstow Parade, Padstow",-33.958482700000005,151.0286686
Kogarah Medical Centre,"9 Queen Victoria Street, Kogarah",-33.958482700000005,151.1286686
iHealth Medical Centre,"54 Railway Parade, Kogarah",-33.958482700000005,151.1286686
Kids Konnect,"307/13A Montgomery Street, Kogarah",-33.958482700000005,151.1286686
St George Liver Surgery,"3/4 Belgrave Street, Kogarah",-33.958482700000005,151.1286686
Rockdale Medical Centre,"46 Walz Street, Rockdale",-33.958482700000005,151.1286686
Midas Touch Physiotherapy,"1/7 The Seven Ways, Rockdale",-33.958482700000005,151.1286686
Kogarah Developmental Assessment Service,"90 Railway Parade, Kogarah",-33.958482700000005,151.1286686
My Specialists Sydney,"Suite 5F, Level 5/4 Belgrave Street, Kogarah",-33.958482700000005,151.1286686
Aesthetic Day Surgery,"14 Kensington Street, Kogarah",-33.958482700000005,151.1286686
Southern Women's Health,"8 Belgrave Street, Kogarah",-33.958482700000005,151.1286686
Ashton Medical Practice,"1/8 Ashton Street, Rockdale",-33.958482700000005,151.1286686
HealthPlus Medical Centre,"28/26 Belgrave Street, Kogarah",-33.958482700000005,151.1286686
Kogarah Private Hospital,"Level 1/1 Derby Street, Kogarah",-33.958482700000005,151.1286686
Optimus Clinical Research,"1/19 Kensington Street, Kogarah",-33.958482700000005,151.1286686
St George Hospital,"Kensington Street, Kogarah",-33.958482700000005,151.1286686
St George Swallow Centre,"St George Hospital, Prince William Wing, Ground Floor, Kogarah",-33.958482700000005,151.1286686
Breastscreen St George Public Hospital,"Kensington Street, Kogarah",-33.958482700000005,151.1286686
Southeastern Sydney Day Surgery,"496 Bunnerong Road, Matraville",-33.958482700000005,151.2286686
Hillsdale Medical Centre,"262 Bunnerong Road, Hillsdale",-33.958482700000005,151.2286686
Matraville Medical Centre,"165A Perry Street, Matraville",-33.958482700000005,151.2286686
Matraville Doctors - GP Medical Centre - OPEN NOW,"Peninsula Village Shopping Centre, Shop 2/497 Bunnerong Road, Matraville",-33.958482700000005,151.2286686
Matraville Medical Centre - Dr John Gullotta,"165A Perry Street, Matraville",-33.958482700000005,151.2286686
Dublin Street Specialists,"3/66 Dublin Street, Smithfield",-33.8584827,150.9286686
Cross Care NDIS,"46 O'Connell Street, Smithfield",-33.8584827,150.9286686
Cross Care Health,"unit 3/727 The Horsley Drive, Smithfield",-33.8584827,150.9286686
Auburn Hospital,"263 Hargrave Road, Auburn",-33.8584827,151.0286686
Adori Day Clinic,"22 Mary Street, Auburn",-33.8584827,151.0286686
Shefa Medi-Clinic,"Shop 1 & 2/15 Mary Street, Auburn",-33.8584827,151.0286686
Park Road Medical Practice,"133 Park Road, Auburn",-33.8584827,151.0286686
Norval St Medical Centre,"55 Norval Street, Auburn",-33.8584827,151.0286686
Dr Samson Kwok,"55 Norval Street, Auburn",-33.8584827,151.0286686
Dr Khalil Hamid Auburn Medical Centre,"106A Auburn Road, Auburn",-33.8584827,151.0286686
Auburn Medical Centre,"106A Auburn Road, Auburn",-33.8584827,151.0286686
Auburn Community Health Centre,"Norval Street, Auburn",-33.8584827,151.0286686
NAS Advanced Medical Centre,"79 Auburn Road, Auburn",-33.8584827,151.0286686
Allied Heath Specialists,"54 Auburn Road, Auburn",-33.8584827,151.0286686
Auburn Medical Referral Centre,"20 Mary Street, Auburn",-33.8584827,151.0286686
JK Speech Therapy Services Auburn,"Queen Street Specialist Centre, Level 1/39 Queen Street, Auburn",-33.8584827,151.0286686
Myhealth Auburn,"Auburn Central, Shop Q50 Queen Street and, Harrow Road, Auburn",-33.8584827,151.0286686
Auburn Healthcare Centre,"4a Auburn Road, Auburn",-33.8584827,151.0286686
Five Dock Medical Centre - Local GP Doctors,"150 Great North Road, Five Dock",-33.8584827,151.1286686
Five Dock Family Medical,"12 Henry Street, Five Dock",-33.8584827,151.1286686
Five Dock Osteopathic and Chiropractic Centre,"212 Great North Road, Five Dock",-33.8584827,151.1286686
Kidpsych,"5/34 East Street, Five Dock",-33.8584827,151.1286686
Abbotsford Cove General Practice,"521 Great North Road, Abbotsford",-33.8584827,151.1286686
HMAS Kuttabul Health Centre,"17 Cowper Wharf Roadway, Woolloomooloo",-33.8584827,151.2286686
Lalor Park Medical Centre,"4 Freeman Street, Lalor Park",-33.7584827,150.9286686
Kendall Street Medical Centre,"73 Kendall Street, West Pymble",-33.7584827,151.1286686
Northern Beaches Hospital,"105 Frenchs Forest Road West, Frenchs Forest",-33.7584827,151.2286686
MacIntyre Medical Centre,"75 Otho Street, Inverell",-29.7739244,151.1114386
BM MEDICAL CENTRE,"101 Broadway, Junee",-34.8689219,147.5833258
Junee District Hospital,"67 Broadway St, Junee",-34.8689219,147.5833258
Kempsey Medical Aesthetics Clinic,"23 Smith Street, Kempsey",-31.0804831,152.8418039
KEMPSEY HEALTHCARE,"35 Belgrave Street, Kempsey",-31.0804831,152.8418039
St Colluthus Medical Centre,"30 Clyde Street, Kempsey",-31.0804831,152.8418039
Kiama Medical Practice,"83 Manning Street, Kiama",-34.669198,150.8528343
MedClinic Kiama Medical Centre,"10/65 Manning Street, Kiama",-34.669198,150.8528343
Leisure Coast Podiatry,"62A Terralong Street, Kiama",-34.669198,150.8528343
Moorebank Shopping Village Medical Centre,"Shop 14B/42 Stockton Avenue, Moorebank",-33.941605200000005,150.9519716
Allcare Medical Centre Hammondville,"192 Heathcote Road, Hammondville",-33.941605200000005,150.9519716
Prime Medical Centre,"115 Nuwarra Road, Moorebank",-33.941605200000005,150.9519716
Zen Psychology Solutions,"3 Walder Road, Hammondville",-33.941605200000005,150.9519716
Al Zahraa Medical Centre,"3/3 Firth Street, Arncliffe",-33.941605200000005,151.1519716
The MALABY,"335 Maroubra Road, Maroubra",-33.941605200000005,151.2519716
Vibe Doctors,"36 McKeon Street, Maroubra",-33.941605200000005,151.2519716
J Medical & Cosmetic Centre,"Top Level, 92 Parramatta Road, Lidcombe",-33.841605200000004,151.0519716
Dr Jason Cooke,"15/6 Avenue of Europe, Newington",-33.841605200000004,151.0519716
Newington Medical,"15/6 Avenue of Europe, Newington",-33.841605200000004,151.0519716
Myhealth Newington,"3/8 Avenue of the Americas, Newington",-33.841605200000004,151.0519716
Graduate Nursing Hunters Hill Private Hospital,"9 Mount Street, Hunters Hill",-33.841605200000004,151.1519716
Hunters Hill Private Hospital,"9 Mount Street, Hunters Hill",-33.841605200000004,151.1519716
Norwest Private Hospital,"11 Norbrik Drive, Bella Vista",-33.7416052,150.9519716
Harbour City Orthopaedics,"Suite 101, Level 1/10 Norbrik Drive, Bella Vista",-33.7416052,150.9519716
Hills Allied Health Centre,"208/10 Norbrik Drive, Bella Vista",-33.7416052,150.9519716
Dr Louis Shidiak,"g18/9 Norbrik Drive, Bella Vista",-33.7416052,150.9519716
Dr Robert Chu - Consultant Paediatrician,"Suite 211 Level 2/9 Norbrik Drive, Bella Vista",-33.7416052,150.9519716
"collective.care Bella Vista Medical Care - Allergy, ENT, Skin Clinic","Suite A11, Level 1/24-32 Lexington Drive, Bella Vista",-33.7416052,150.9519716
Norwest Children's Specialist Centre,"Suite 211/9 Norbrik Drive, Bella Vista",-33.7416052,150.9519716
Prof Brian K Owler - Bella Vista,"Central, Suite 312 Q/10 Norbrik Drive, Bella Vista",-33.7416052,150.9519716
"Dr Narinder Kaur, Paediatric Allergist and Immunologist, Sydney","106B/10 Norbrik Drive, Norwest",-33.7416052,150.9519716
GenesisCare,"3, 8 Elizabeth Macarthur Drive, Bella Vista",-33.7416052,150.9519716
Dr Sathah Sivabalan - Norwest Children's Specialist Centre,"Suite 211/9 Norbrik Drive, Bella Vista",-33.7416052,150.9519716
Dr Chris Dalton,"105/10 Norbik Drive, Bella Vista",-33.7416052,150.9519716
Bella Vista Day Hospital,"Norwest Medical Centre, Level 1, Suite 102, Building B/9 Norbrik Drive, Bella Vista",-33.7416052,150.9519716
MSI Vasectomy | Norwest Day Hospital - Bellavista Sydney,"9 Norbrik Drive, Bella Vista",-33.7416052,150.9519716
Professor Steven Boyages,"9 Norbrik Drive, Bella Vista",-33.7416052,150.9519716
FullerBABY,"11 Norbrik Drive, Bella Vista",-33.7416052,150.9519716
Orthodontics @ My Dental Team,"Circa Retail, 1 Circa Boulevarde, Bella Vista",-33.7416052,150.9519716
BV Circa Medical Centre,"Circa Retail, Shop 20/1 Circa Boulevarde, Bella Vista",-33.7416052,150.9519716
T1 Norwest Medical Practice,"Unit 122/14 Lexington Drive, Bella Vista",-33.7416052,150.9519716
Hills Specialist Group,"Suite 415, Level 4/14 Lexington Drive, Bella Vista",-33.7416052,150.9519716
West Pennant Hills Medical Center,"16 Castle Hill Road, West Pennant Hills",-33.7416052,151.0519716
Blue Gum Medical (FOR SALE via EOI),"70-72 Castle Hill Road, West Pennant Hills",-33.7416052,151.0519716
Dr. Oliver Florica (Pennant Hills),"1/562 Pennant Hills Road, West Pennant Hills",-33.7416052,151.0519716
Pymble Dermatology,"897 Pacific Highway, Pymble",-33.7416052,151.1519716
Pymble Paediatric Care,"951 Pacific Highway, Pymble",-33.7416052,151.1519716
Pymble Medical & Dental Centre,"951-957 Pacific Highway, Pymble",-33.7416052,151.1519716
Kyogle Memorial Hospital,"199 Summerland Way, Kyogle",-28.6253894,153.0025814
ATUNE Dietitian & Nutritionist,"452 Pacific Highway, Belmont",-33.0311225,151.6603244
ATUNE Health Centres - Belmont,"452 Pacific Highway, Belmont",-33.0311225,151.6603244
In Focus Radiology,"545 Pacific Highway, Belmont",-33.0311225,151.6603244
Belmont Specialist Centre,"30 Glover Street, Belmont",-33.0311225,151.6603244
Providence Medical Belmont I Belmont Doctor,"Shop 3-6, Belmont Central Shopping Centre, 1 Singleton Street, Belmont",-33.0311225,151.6603244
Cardiff Medical Centre & Skin Cancer Clinic - Local Newcastle Doctors,"321 Main Road, Cardiff",-32.9311225,151.6603244
Earworx,"321 Main Road, Cardiff",-32.9311225,151.6603244
Chipping Norton Medical Centre,"15/45 Barry Road, Chipping Norton",-33.9146357,150.96990910000002
BHC Medical Centre,"53 Railway Parade, Lakemba",-33.9146357,151.06990910000002
Dr mostafa alamedine,"2 Wangee Road, Lakemba",-33.9146357,151.06990910000002
medical centre,Lakemba,-33.9146357,151.06990910000002
SMS Medical Services 2020,"27 Railway Parade, Lakemba",-33.9146357,151.06990910000002
"Lakemba Medical Services - After Hours Sydney, Home Visits","27 Railway Parade, Lakemba",-33.9146357,151.06990910000002
